id_contenitore_rif;data_verifica;ispettore;campione_pezzi;scartati;cod_difetto;motivo;orario_collaudo
banc_0011;16/09/2026;MAT-0009;102;4;DIF-02;anima piena;16/09/2026 16:00:00
CASS_0004;16/09/2026;MAT-0010;350;11;DIF-02;anima piena;16/09/2026 10:35:53
CASS_0003;16/09/2026;mat-0010;350;10;DIF-01;  anima rotta ;16/09/2026 13:12:06
BANC_0017;16-09-2026;MAT-0010;192;6;DIF-03;anima fuori tolleranza;16/09/2026 14:37
BANC_0013;16-09-2026;MAT-0010;184;7;DIF-03;anima fuori tolleranza;16/09/2026 16:00:00
banc_0009;16/09/2026;MAT-0011;320;10;Dif-02;anima piena;16-09-2026 21:38:21
BANC_0005;2026/09/17;mat-0011;134;5;DIF-01;anima rotta;17/09/2026 00:00:00
BANC_0014;16/09/2026;  MAT-0012 ;166;5;DIF-02;anima piena;16/09/2026 19:14:56
banc_0010;16/09/2026;MAT-0012;160;5;DIF-03;anima fuori tolleranza;16/09/2026 21:06:17
BANC_0003;16/09/2026;  MAT-0012 ;160;6;DIF-03;anima fuori tolleranza;16/09/2026 22:23:00
BANC_0002;16/09/2026;  MAT-0012 ;160;4;DIF-01;anima rotta;16-09-2026 23:39:42
  BANC_0007 ;17/09/2026;MAT-0012;42;2;dif-02;anima piena;17-09-2026 00:00:00
banc_0008;16-09-2026;mat-0013;256;8;  DIF-03 ;anima fuori tolleranza;16/09/2026 21:00:41
BANC_0018;2026/09/17;MAT-0013;153;5;DIF-03;anima fuori tolleranza;17/09/2026 00:00:00
  CASS_0007 ;16-09-2026;MAT-0014;300;8;dif-03;anima fuori tolleranza;16/09/2026 18:23:33
  CASS_0001 ;2026/09/16;MAT-0014;300;8;DIF-02;anima piena;16/09/2026 20:47:12
BANC_0016;16-09-2026;MAT-0014;160;6;dif-02;anima piena;16/09/2026 22:03
BANC_0011;16/09/2026;  MAT-0014 ;160;4;DIF-03;anima fuori tolleranza;16/09/2026 23:20
BANC_0013;2026/09/17;MAT-0014;84;3;DIF-01;anima rotta;17/09/2026 00:00:00
cass_0006;16/09/2026;MAT-0015;236;9;  DIF-03 ;anima fuori tolleranza;16/09/2026 17:45:11
BANC_0020;16/09/2026;MAT-0015;160;5;DIF-01;anima rotta;16/09/2026 19:46
CASS_0004;2026/09/16;MAT-0015;300;10;DIF-01;anima rotta;2026/09/16 22:10:25
BANC_0004;2026/09/16;  MAT-0015 ;160;6;DIF-02;anima piena;2026/09/16 23:27:09
BANC_0017;17-09-2026;mat-0015;70;2;dif-02;anima piena;17/09/2026 00:00:00
banc_0015;17-09-2026;  MAT-0001 ;320;12;DIF-03;anima fuori tolleranza;17/09/2026 05:38:18
  BANC_0006 ;17/09/2026;MAT-0001;134;4;dif-03;anima fuori tolleranza;17/09/2026 08:00:00
CASS_0002;17-09-2026;MAT-0002;300;9;DIF-01;anima rotta;17/09/2026 02:23
banc_0019;2026/09/17;MAT-0002;160;5;DIF-01;anima rotta;17/09/2026 03:40:16
BANC_0001;17/09/2026;MAT-0002;160;6;DIF-03;anima fuori tolleranza;17/09/2026 04:56:51
BANC_0003;17/09/2026;MAT-0002;160;5;DIF-03;anima fuori tolleranza;17-09-2026 06:13:36
BANC_0002;17/09/2026;  MAT-0002 ;160;6;DIF-03;anima fuori tolleranza;17/09/2026 07:30:20
Banc_0007;2026/09/17;mat-0002;62;2;DIF-02;anima piena;17/09/2026 08:00:00
BANC_0012;17-09-2026;Mat-0003;256;8;DIF-01;anima rotta;17-09-2026 05:54:28
BANC_0004;17/09/2026;MAT-0003;107;4;DIF-01;anima rotta;17-09-2026 08:00:00
CASS_0008;17/09/2026;  MAT-0004 ;300;10;  DIF-01 ;anima rotta;17/09/2026 02:23:38
CASS_0005;17/09/2026;MAT-0004;160;4;DIF-03;anima fuori tolleranza;17/09/2026 03:40:35
BANC_0014;17-09-2026;MAT-0004;216;7;DIF-03;anima fuori tolleranza;17/09/2026 08:00:00
CASS_0011;17/09/2026;MAT-0005;300;12;DIF-01;Anima rotta;17/09/2026 02:23:31
CASS_0006;17/09/2026;MAT-0005;300;12;DIF-03;anima fuori tolleranza;17-09-2026 04:47:16
BANC_0008;2026/09/17;MAT-0005;160;5;Dif-03;  anima fuori tolleranza ;2026/09/17 06:04:01
BANC_0005;17-09-2026;  MAT-0005 ;160;4;dif-02;anima piena;17/09/2026 07:20:37
Banc_0016;17/09/2026;MAT-0005;82;3;Dif-01;  anima rotta ;17/09/2026 08:00:00
BANC_0017;17-09-2026;mat-0006;320;11;DIF-01;anima rotta;17-09-2026 13:38:20
banc_0005;17/09/2026;MAT-0006;134;4;DIF-01;anima rotta;17/09/2026 16:00
Banc_0009;17-09-2026;Mat-0007;160;5;DIF-02;anima piena;17/09/2026 09:16:24
BANC_0018;17/09/2026;MAT-0007;160;5;DIF-01;anima rotta;17/09/2026 10:33:10
BANC_0013;17-09-2026;MAT-0007;14;1;dif-01;anima rotta;17/09/2026 10:40:07
BANC_0020;17/09/2026;MAT-0007;267;11;DIF-01;anima rotta;17/09/2026 16:00
BANC_0011;17-09-2026;Mat-0008;104;3;DIF-01;anima rotta;17/09/2026 10:02:10
banc_0010;17/09/2026;MAT-0008;192;7;DIF-03;anima fuori tolleranza;2026/09/17 12:02:32
  BANC_0019 ;2026/09/17;MAT-0008;192;6;DIF-03;anima fuori tolleranza;17/09/2026 13:28:03
BANC_0015;17-09-2026;mat-0008;192;6;DIF-01;anima rotta;2026/09/17 14:53:44
banc_0004;17-09-2026;MAT-0008;148;4;DIF-02;anima piena;17/09/2026 16:00:00
CASS_0007;2026/09/17;MAT-0009;450;15;DIF-01;anima rotta;17/09/2026 15:56:13
BANC_0003;2026/09/17;MAT-0009;4;0;N/A;;17/09/2026 16:00:00
cass_0009;17/09/2026;MAT-0010;284;8;dif-01;anima rotta;17/09/2026 10:15:58
  CASS_0001 ;2026/09/17;MAT-0010;284;10;DIF-03;Anima fuori tolleranza;17/09/2026 16:00:00
BANC_0001;17/09/2026;MAT-0011;320;13;DIF-03;anima fuori tolleranza;17/09/2026 21:38
BANC_0008;2026/09/18;MAT-0011;134;5;DIF-03;anima fuori tolleranza;18/09/2026 00:00:00
BANC_0012;17-09-2026;MAT-0012;320;10;DIF-02;anima piena;17/09/2026 21:38
BANC_0010;18/09/2026;MAT-0012;134;5;DIF-02;anima piena;18-09-2026 00:00:00
Banc_0007;17/09/2026;MAT-0013;192;6;DIF-02;anima piena;17/09/2026 17:25:23
BANC_0009;17/09/2026;MAT-0013;192;5;DIF-03;anima fuori tolleranza;17/09/2026 18:51:04
BANC_0002;17/09/2026;mat-0013;192;6;DIF-02;anima piena;17/09/2026 20:16:43
BANC_0014;17/09/2026;mat-0013;192;6;DIF-02;anima piena;2026/09/17 21:42:18
BANC_0013;17-09-2026;MAT-0013;192;5;DIF-03;anima fuori tolleranza;17-09-2026 23:07:54
Banc_0005;18-09-2026;MAT-0013;118;4;DIF-02;anima piena;2026/09/18 00:00:00
  CASS_0002 ;17/09/2026;MAT-0014;450;15;DIF-01;anima rotta;17/09/2026 23:55:53
BANC_0004;2026/09/18;MAT-0014;4;0;N/D;;2026/09/18 00:00:00
BANC_0016;17/09/2026;Mat-0015;320;10;DIF-02;anima piena;2026/09/17 21:38:20
banc_0011;18/09/2026;mat-0015;134;4;DIF-01;Anima rotta;18/09/2026 00:00:00
BANC_0006;18/09/2026;MAT-0001;320;8;  DIF-03 ;  anima fuori tolleranza ;18-09-2026 05:38:26
BANC_0007;18/09/2026;MAT-0001;134;5;DIF-02;anima piena;18/09/2026 08:00:00
banc_0018;18-09-2026;MAT-0002;320;12;DIF-02;anima piena;18/09/2026 05:38:21
BANC_0012;2026/09/18;MAT-0002;134;4;DIF-03;anima fuori tolleranza;18/09/2026 08:00
BANC_0015;18/09/2026;MAT-0003;192;7;DIF-01;anima rotta;18/09/2026 01:25:18
BANC_0019;18/09/2026;MAT-0003;192;5;DIF-01;anima rotta;18/09/2026 02:50:57
BANC_0009;18/09/2026;MAT-0003;192;7;DIF-02;anima piena;18/09/2026 04:16:28
  BANC_0014 ;18/09/2026;  MAT-0003 ;192;5;DIF-02;anima piena;18/09/2026 05:42
BANC_0013;2026/09/18;MAT-0003;192;6;dif-01;anima rotta;18/09/2026 07:07
BANC_0002;18-09-2026;MAT-0003;118;3;  DIF-03 ;anima fuori tolleranza;18/09/2026 08:00
CASS_0003;2026/09/18;MAT-0004;450;12;  DIF-03 ;anima fuori tolleranza;18/09/2026 07:55:58
BANC_0003;18/09/2026;mat-0004;4;0;;;18/09/2026 08:00:00
CASS_0005;18/09/2026;MAT-0005;450;14;DIF-02;anima piena;18-09-2026 07:56:08
Banc_0008;18/09/2026;MAT-0005;4;0;N/D;;18/09/2026 08:00
BANC_0005;18/09/2026;  MAT-0006 ;320;10;DIF-02;anima piena;18/09/2026 13:38:20
BANC_0006;2026/09/18;MAT-0006;134;4;dif-02;anima piena;18-09-2026 16:00:00
BANC_0010;2026/09/18;  MAT-0007 ;320;9;DIF-01;anima rotta;18/09/2026 13:38:30
BANC_0011;18/09/2026;MAT-0007;134;4;DIF-03;anima fuori tolleranza;18-09-2026 16:00:00
BANC_0016;18/09/2026;  MAT-0008 ;192;6;DIF-03;anima fuori tolleranza;18/09/2026 09:25:20
BANC_0015;2026/09/18;MAT-0008;192;7;DIF-01;anima rotta;18/09/2026 10:50:53
Banc_0001;18/09/2026;  MAT-0008 ;192;7;  DIF-01 ;anima rotta;18/09/2026 12:16:27
BANC_0017;2026/09/18;  MAT-0008 ;192;7;dif-01;anima rotta;18/09/2026 13:42
BANC_0013;18/09/2026;MAT-0008;66;2;DIF-03;anima fuori tolleranza;18/09/2026 14:11:48
Banc_0004;18/09/2026;MAT-0008;61;2;DIF-01;anima rotta;18/09/2026 16:00:00
CASS_0001;18/09/2026;  MAT-0009 ;450;14;DIF-01;anima rotta;18/09/2026 15:55:49
banc_0008;18-09-2026;MAT-0009;4;0;N/D;;18/09/2026 16:00:00
BANC_0020;18/09/2026;MAT-0010;320;8;  DIF-01 ;anima rotta;18/09/2026 13:38:32
BANC_0018;2026/09/18;  MAT-0010 ;134;5;DIF-01;anima rotta;18-09-2026 16:00:00
BANC_0003;2026/09/18;MAT-0011;57;2;Dif-02;Anima piena;18/09/2026 17:00:13
BANC_0014;18-09-2026;MAT-0011;160;5;DIF-02;anima piena;18-09-2026 18:53:40
BANC_0002;18-09-2026;MAT-0011;160;4;dif-03;anima fuori tolleranza;18/09/2026 20:10
BANC_0010;18/09/2026;Mat-0011;160;6;DIF-01;anima rotta;18/09/2026 21:27:01
BANC_0005;2026/09/18;MAT-0011;160;5;DIF-02;anima piena;18/09/2026 22:43:39
banc_0008;19-09-2026;mat-0011;160;5;DIF-01;anima rotta;19/09/2026 00:00
BANC_0007;2026/09/18;MAT-0012;320;9;DIF-03;anima fuori tolleranza;18/09/2026 21:38:26
BANC_0013;19/09/2026;MAT-0012;134;5;DIF-02;anima piena;19/09/2026 00:00:00
BANC_0012;18/09/2026;Mat-0013;320;9;  DIF-03 ;anima fuori tolleranza;18/09/2026 21:38:39
BANC_0001;19/09/2026;Mat-0013;134;4;  DIF-02 ;anima piena;2026/09/19 00:00:00
BANC_0016;18/09/2026;MAT-0014;320;10;DIF-01;anima rotta;18/09/2026 21:38:19
banc_0020;19/09/2026;MAT-0014;134;4;DIF-02;anima piena;19-09-2026 00:00:00
  CASS_0002 ;18/09/2026;MAT-0015;450;15;DIF-03;anima fuori tolleranza;18/09/2026 23:56:10
banc_0009;2026/09/19;MAT-0015;4;0;N/D;;19-09-2026 00:00:00
BANC_0005;21-09-2026;MAT-0001;160;4;DIF-02;anima piena;21/09/2026 01:16:22
BANC_0001;2026/09/21;MAT-0001;160;5;DIF-03;anima fuori tolleranza;21/09/2026 02:33
BANC_0007;21-09-2026;MAT-0001;160;5;DIF-02;anima piena;21/09/2026 03:49:47
BANC_0003;21/09/2026;MAT-0001;160;5;DIF-02;Anima piena;21/09/2026 05:06
BANC_0009;21/09/2026;MAT-0001;160;5;DIF-02;anima piena;21/09/2026 06:23:05
BANC_0010;21/09/2026;MAT-0001;160;6;DIF-03;anima fuori tolleranza;21/09/2026 07:39:43
BANC_0002;21/09/2026;MAT-0001;42;2;DIF-01;anima rotta;21/09/2026 08:00:00
BANC_0008;21/09/2026;mat-0002;320;9;DIF-01;anima rotta;21/09/2026 05:38
BANC_0011;21/09/2026;MAT-0002;134;4;DIF-02;anima piena;21/09/2026 08:00:00
Banc_0006;21/09/2026;MAT-0003;320;10;  DIF-01 ;anima rotta;21-09-2026 06:20:35
BANC_0015;2026/09/21;Mat-0003;94;3;DIF-03;anima fuori tolleranza;2026/09/21 08:00:00
BANC_0013;2026/09/21;MAT-0004;320;9;DIF-03;anima fuori tolleranza;21/09/2026 05:38:29
banc_0014;21-09-2026;MAT-0004;134;3;DIF-02;anima piena;21/09/2026 08:00:00
BANC_0017;2026/09/21;MAT-0005;320;12;  DIF-02 ;anima piena;2026/09/21 05:38:19
BANC_0004;21/09/2026;MAT-0005;134;4;DIF-01;anima rotta;21/09/2026 08:00:00
BANC_0016;2026/09/21;MAT-0006;16;1;DIF-02;anima piena;21-09-2026 08:07:41
BANC_0012;21/09/2026;MAT-0006;160;4;DIF-02;  anima piena ;21/09/2026 12:10:14
BANC_0003;2026/09/21;Mat-0006;160;6;DIF-01;  anima rotta ;21-09-2026 15:36:41
BANC_0002;21/09/2026;MAT-0006;18;1;DIF-01;anima rotta;21/09/2026 16:00:00
BANC_0019;21-09-2026;MAT-0007;320;11;DIF-02;anima piena;21/09/2026 13:38:17
BANC_0001;2026/09/21;  MAT-0007 ;134;5;DIF-01;anima rotta;2026/09/21 16:00:00
banc_0018;21/09/2026;MAT-0008;320;12;  DIF-01 ;anima rotta;21/09/2026 13:38:39
BANC_0009;21/09/2026;MAT-0008;134;5;DIF-03;anima fuori tolleranza;21/09/2026 16:00:00
Banc_0005;21-09-2026;MAT-0009;320;10;  DIF-02 ;anima piena;21/09/2026 13:38
banc_0007;21/09/2026;  MAT-0009 ;134;4;DIF-03;anima fuori tolleranza;21/09/2026 16:00
CASS_0003;21/09/2026;mat-0010;450;14;DIF-01;anima rotta;2026/09/21 15:56:05
BANC_0010;2026/09/21;MAT-0010;4;0;;;21/09/2026 16:00:00
BANC_0006;2026/09/21;mat-0011;160;5;DIF-03;anima fuori tolleranza;21/09/2026 19:26:23
BANC_0011;21-09-2026;MAT-0011;160;5;DIF-01;anima rotta;21/09/2026 22:53:02
BANC_0002;22/09/2026;MAT-0011;52;2;DIF-03;  anima fuori tolleranza ;22/09/2026 00:00:00
BANC_0008;2026/09/21;  MAT-0012 ;320;10;Dif-03;anima fuori tolleranza;21/09/2026 21:38:41
BANC_0005;22/09/2026;mat-0012;134;5;  DIF-02 ;anima piena;22/09/2026 00:00:00
BANC_0004;2026/09/21;MAT-0013;320;12;DIF-02;anima piena;21/09/2026 21:38
Banc_0012;22-09-2026;MAT-0013;134;4;DIF-02;anima piena;22/09/2026 00:00:00
BANC_0016;21-09-2026;MAT-0014;250;8;DIF-01;anima rotta;21/09/2026 20:24:38
Banc_0013;21/09/2026;MAT-0014;192;7;DIF-01;anima rotta;21/09/2026 22:23:58
banc_0007;21/09/2026;MAT-0014;192;6;DIF-03;  anima fuori tolleranza ;21/09/2026 23:49:31
BANC_0001;2026/09/22;MAT-0014;24;1;DIF-02;anima piena;22/09/2026 00:00
CASS_0001;21-09-2026;mat-0015;203;6;DIF-03;anima fuori tolleranza;21/09/2026 19:34:52
BANC_0017;21/09/2026;mat-0015;192;5;DIF-02;anima piena;21/09/2026 21:41:12
BANC_0003;21/09/2026;MAT-0015;192;5;dif-03;anima fuori tolleranza;21/09/2026 23:06:51
  BANC_0015 ;22/09/2026;MAT-0015;120;4;dif-02;anima piena;22-09-2026 00:00:00
  BANC_0018 ;2026/09/22;MAT-0001;160;4;DIF-02;anima piena;2026/09/22 04:02:36
BANC_0004;22/09/2026;  MAT-0001 ;160;4;DIF-03;  anima fuori tolleranza ;22/09/2026 07:29:17
BANC_0006;22/09/2026;MAT-0001;24;1;DIF-02;anima piena;22/09/2026 08:00:00
BANC_0010;22/09/2026;Mat-0002;108;4;DIF-02;anima piena;22/09/2026 01:54:16
BANC_0014;22/09/2026;mat-0002;256;7;DIF-01;anima rotta;22/09/2026 07:31:02
banc_0005;2026/09/22;MAT-0002;25;1;DIF-03;anima fuori tolleranza;22-09-2026 08:00:00
CASS_0003;22/09/2026;MAT-0003;450;15;DIF-02;anima piena;22/09/2026 07:56:14
BANC_0008;22/09/2026;MAT-0003;4;0;;;22/09/2026 08:00:00
BANC_0020;2026/09/22;MAT-0004;192;7;DIF-01;anima rotta;22-09-2026 01:25:20
CASS_0002;22/09/2026;Mat-0004;350;14;DIF-02;anima piena;22/09/2026 04:01:23
BANC_0019;22-09-2026;MAT-0004;192;5;dif-01;anima rotta;22/09/2026 05:27:02
BANC_0011;22/09/2026;  MAT-0004 ;192;6;DIF-01;  anima rotta ;22/09/2026 06:52:39
BANC_0003;22/09/2026;MAT-0004;152;4;DIF-02;anima piena;22/09/2026 08:00:00
CASS_0004;22/09/2026;MAT-0005;350;12;  DIF-03 ;anima fuori tolleranza;22/09/2026 02:35:54
banc_0016;22/09/2026;mat-0005;192;8;  DIF-01 ;anima rotta;22/09/2026 04:01
BANC_0017;22-09-2026;MAT-0005;192;6;  DIF-01 ;anima rotta;22-09-2026 05:27:13
CASS_0001;2026/09/22;MAT-0005;344;10;dif-01;anima rotta;22-09-2026 08:00:00
BANC_0009;22/09/2026;MAT-0006;160;6;DIF-03;anima fuori tolleranza;22/09/2026 11:26:18
BANC_0010;22/09/2026;MAT-0006;160;5;DIF-03;anima fuori tolleranza;22/09/2026 14:52:58
  BANC_0004 ;22-09-2026;MAT-0006;52;1;DIF-03;anima fuori tolleranza;22/09/2026 16:00
BANC_0002;2026/09/22;MAT-0007;256;9;dif-01;  anima rotta ;22/09/2026 13:00:27
BANC_0011;22/09/2026;  MAT-0007 ;153;6;Dif-01;anima rotta;22-09-2026 16:00:00
BANC_0012;22/09/2026;MAT-0008;320;10;DIF-01;anima rotta;2026/09/22 13:38:24
  BANC_0013 ;2026/09/22;MAT-0008;134;4;Dif-02;anima piena;22/09/2026 16:00:00
BANC_0001;2026/09/22;MAT-0009;192;7;DIF-02;anima piena;22/09/2026 09:25:20
CASS_0004;22/09/2026;MAT-0009;350;14;  DIF-02 ;anima piena;22/09/2026 12:01:24
BANC_0007;22/09/2026;MAT-0009;192;6;DIF-02;anima piena;22/09/2026 13:26:54
BANC_0015;22/09/2026;MAT-0009;192;6;DIF-03;anima fuori tolleranza;2026/09/22 14:52:27
BANC_0005;22/09/2026;MAT-0009;152;6;DIF-02;anima piena;22/09/2026 16:00
CASS_0007;22/09/2026;  MAT-0010 ;350;9;  DIF-02 ;anima piena;22/09/2026 10:35
BANC_0018;22/09/2026;mat-0010;192;6;DIF-01;anima rotta;2026/09/22 12:01:28
BANC_0016;22/09/2026;MAT-0010;124;4;DIF-01;anima rotta;22/09/2026 12:56:59
  BANC_0020 ;22/09/2026;Mat-0010;160;6;DIF-03;  anima fuori tolleranza ;22-09-2026 14:52:30
BANC_0008;22/09/2026;  MAT-0010 ;142;4;Dif-03;anima fuori tolleranza;22/09/2026 16:00
BANC_0017;22/09/2026;MAT-0011;160;6;DIF-02;anima piena;22-09-2026 19:26:27
BANC_0009;22-09-2026;MAT-0011;160;5;Dif-03;anima fuori tolleranza;22-09-2026 22:53:01
banc_0003;2026/09/23;MAT-0011;52;1;DIF-02;anima piena;23/09/2026 00:00
BANC_0014;22/09/2026;MAT-0012;256;8;DIF-01;anima rotta;22/09/2026 21:00:44
BANC_0010;23/09/2026;MAT-0012;153;5;DIF-02;anima piena;2026/09/23 00:00:00
banc_0019;22-09-2026;MAT-0013;320;8;dif-03;  anima fuori tolleranza ;22-09-2026 21:38:34
BANC_0002;23-09-2026;MAT-0013;134;5;DIF-01;anima rotta;23-09-2026 00:00:00
CASS_0001;22/09/2026;  MAT-0014 ;350;10;DIF-01;anima rotta;22-09-2026 18:35:54
CASS_0002;22-09-2026;MAT-0014;350;10;DIF-01;  anima rotta ;2026/09/22 21:11:51
BANC_0012;22/09/2026;  MAT-0014 ;192;6;DIF-01;anima rotta;22/09/2026 22:37:25
BANC_0004;23/09/2026;MAT-0014;186;7;  DIF-02 ;anima piena;23/09/2026 00:00:00
CASS_0003;22/09/2026;MAT-0015;300;12;  DIF-03 ;anima fuori tolleranza;22/09/2026 18:23:29
CASS_0005;22-09-2026;mat-0015;300;10;dif-03;anima fuori tolleranza;22-09-2026 21:12:12
BANC_0007;22/09/2026;MAT-0015;160;5;DIF-01;anima rotta;22/09/2026 22:28:56
banc_0005;22/09/2026;MAT-0015;160;6;dif-02;anima piena;22-09-2026 23:45:35
BANC_0013;23/09/2026;MAT-0015;30;1;dif-03;anima fuori tolleranza;23/09/2026 00:00
  BANC_0008 ;23/09/2026;MAT-0001;160;4;DIF-02;anima piena;23/09/2026 03:26:22
BANC_0006;23/09/2026;MAT-0001;160;6;DIF-02;anima piena;2026/09/23 06:53:12
BANC_0005;23/09/2026;MAT-0001;52;2;DIF-02;anima piena;23/09/2026 08:00:00
BANC_0011;2026/09/23;MAT-0002;256;8;DIF-01;anima rotta;23/09/2026 05:00
BANC_0001;23/09/2026;MAT-0002;153;6;DIF-03;anima fuori tolleranza;23/09/2026 08:00
BANC_0016;2026/09/23;MAT-0003;310;11;DIF-01;anima rotta;23/09/2026 05:28:01
BANC_0004;23/09/2026;  MAT-0003 ;192;7;DIF-02;anima piena;2026/09/23 07:37:24
BANC_0007;23/09/2026;MAT-0003;52;2;DIF-03;anima fuori tolleranza;2026/09/23 08:00:00
  CASS_0006 ;23/09/2026;MAT-0004;16;1;DIF-01;anima rotta;23/09/2026 00:07
CASS_0001;23-09-2026;MAT-0004;300;8;DIF-02;anima piena;23/09/2026 03:09:41
BANC_0014;23-09-2026;MAT-0004;160;5;DIF-02;anima piena;23/09/2026 04:26:22
BANC_0015;23/09/2026;MAT-0004;160;5;DIF-02;anima piena;23/09/2026 05:42:59
BANC_0009;23/09/2026;MAT-0004;160;5;DIF-03;anima fuori tolleranza;23-09-2026 06:59:40
BANC_0013;23/09/2026;MAT-0004;126;4;DIF-02;anima piena;23-09-2026 08:00:00
BANC_0020;2026/09/23;MAT-0005;160;5;DIF-01;anima rotta;23-09-2026 01:16:25
BANC_0018;23/09/2026;MAT-0005;160;4;DIF-03;anima fuori tolleranza;23/09/2026 02:33:11
  CASS_0003 ;2026/09/23;mat-0005;300;11;DIF-02;anima piena;23-09-2026 04:56:47
CASS_0004;23/09/2026;MAT-0005;300;9;DIF-03;anima fuori tolleranza;23/09/2026 07:20:36
BANC_0002;23/09/2026;MAT-0005;82;3;  DIF-03 ;  anima fuori tolleranza ;23/09/2026 08:00
Banc_0010;23-09-2026;  MAT-0006 ;160;5;DIF-01;anima rotta;23/09/2026 11:26:32
banc_0014;23/09/2026;MAT-0006;160;5;dif-02;anima piena;23/09/2026 14:52:55
BANC_0003;23/09/2026;MAT-0006;52;2;DIF-01;anima rotta;23/09/2026 16:00:00
BANC_0017;23/09/2026;MAT-0007;256;9;DIF-02;anima piena;23/09/2026 13:00
  BANC_0011 ;23-09-2026;MAT-0007;153;5;DIF-01;anima rotta;23/09/2026 16:00:00
CASS_0002;23/09/2026;MAT-0008;350;11;DIF-02;  anima piena ;23-09-2026 10:35:49
BANC_0008;23/09/2026;MAT-0008;192;7;dif-02;anima piena;23/09/2026 12:01
BANC_0018;23-09-2026;MAT-0008;192;5;DIF-03;anima fuori tolleranza;23/09/2026 13:27:05
BANC_0015;2026/09/23;MAT-0008;192;5;DIF-01;anima rotta;23/09/2026 14:52:43
BANC_0002;23/09/2026;MAT-0008;152;5;DIF-03;anima fuori tolleranza;23-09-2026 16:00:00
BANC_0019;23-09-2026;MAT-0009;160;5;  DIF-02 ;anima piena;2026/09/23 09:16:24
CASS_0005;23/09/2026;MAT-0009;300;10;DIF-03;anima fuori tolleranza;23/09/2026 11:40
CASS_0001;2026/09/23;MAT-0009;300;10;DIF-03;anima fuori tolleranza;23/09/2026 14:03:57
banc_0004;2026/09/23;MAT-0009;160;6;  DIF-01 ;anima rotta;23/09/2026 15:20
BANC_0001;23/09/2026;MAT-0009;82;3;DIF-02;anima piena;23-09-2026 16:00:00
  BANC_0012 ;23/09/2026;MAT-0010;160;4;DIF-03;  anima fuori tolleranza ;2026/09/23 09:16:25
CASS_0009;23-09-2026;MAT-0010;300;10;DIF-01;anima rotta;23/09/2026 11:40:10
CASS_0006;23-09-2026;MAT-0010;300;11;DIF-02;anima piena;23/09/2026 14:03:57
BANC_0006;23-09-2026;MAT-0010;160;6;DIF-01;anima rotta;23-09-2026 15:20:39
BANC_0012;23/09/2026;MAT-0010;82;2;DIF-02;anima piena;23/09/2026 16:00:00
BANC_0007;23-09-2026;MAT-0011;160;5;DIF-03;anima fuori tolleranza;23/09/2026 19:26:17
  BANC_0005 ;23/09/2026;MAT-0011;160;6;Dif-01;anima rotta;23/09/2026 22:52:52
BANC_0006;24/09/2026;MAT-0011;52;2;DIF-03;anima fuori tolleranza;2026/09/24 00:00:00
  BANC_0020 ;23/09/2026;MAT-0012;256;10;DIF-02;anima piena;23/09/2026 21:00
banc_0013;24/09/2026;MAT-0012;153;6;DIF-01;anima rotta;24/09/2026 00:00:00
banc_0019;23/09/2026;  MAT-0013 ;192;6;DIF-02;anima piena;2026/09/23 17:25:18
CASS_0004;23/09/2026;MAT-0013;350;13;DIF-02;anima piena;23-09-2026 20:01:22
BANC_0017;23-09-2026;mat-0013;192;5;DIF-03;anima fuori tolleranza;23/09/2026 21:26:58
  BANC_0004 ;23/09/2026;MAT-0013;192;8;DIF-02;anima piena;23/09/2026 22:52:29
Banc_0003;24/09/2026;MAT-0013;152;5;DIF-01;anima rotta;24/09/2026 00:00:00
  BANC_0016 ;23-09-2026;MAT-0014;160;6;DIF-03;Anima fuori tolleranza;2026/09/23 17:16:29
CASS_0003;23-09-2026;MAT-0014;300;8;DIF-01;anima rotta;23/09/2026 19:40
Banc_0018;23/09/2026;MAT-0014;160;5;DIF-03;anima fuori tolleranza;23/09/2026 20:56:54
BANC_0015;23-09-2026;MAT-0014;160;5;DIF-02;anima piena;23/09/2026 22:13:32
banc_0009;23/09/2026;MAT-0014;160;5;DIF-02;anima piena;23/09/2026 23:30:11
BANC_0010;2026/09/24;  MAT-0014 ;62;2;dif-02;anima piena;24/09/2026 00:00:00
CASS_0012;2026/09/23;MAT-0015;300;12;dif-02;anima piena;23-09-2026 18:23:30
BANC_0008;2026/09/23;MAT-0015;160;6;DIF-01;anima rotta;2026/09/23 19:40:05
CASS_0005;23/09/2026;MAT-0015;52;1;Dif-01;anima rotta;23-09-2026 20:05:16
CASS_0006;23-09-2026;MAT-0015;350;10;DIF-03;anima fuori tolleranza;23/09/2026 23:12:05
  BANC_0001 ;2026/09/24;mat-0015;108;4;DIF-03;anima fuori tolleranza;24/09/2026 00:00:00
BANC_0011;24-09-2026;MAT-0001;160;5;DIF-02;anima piena;24/09/2026 03:26:22
BANC_0007;2026/09/24;MAT-0001;160;6;  DIF-01 ;anima rotta;24/09/2026 06:53:11
BANC_0005;2026/09/24;  MAT-0001 ;52;1;DIF-03;anima fuori tolleranza;24/09/2026 08:00:00
BANC_0019;2026/09/24;MAT-0002;256;8;DIF-01;anima rotta;24/09/2026 05:00:33
BANC_0014;24/09/2026;MAT-0002;153;6;DIF-01;  anima rotta ;24/09/2026 08:00
BANC_0016;24/09/2026;MAT-0003;192;7;DIF-01;anima rotta;24/09/2026 01:25:21
